"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Uncovering the Periphery: A Qualitative Survey of Episodic Volunteering in Free/Libre and Open Source Software Communities","A. Barcomb; A. Kaufmann; D. Riehle; K. Stol; B. Fitzgerald","Lero, University of Limerick, 8808 Limerick, Co Limerick Ireland (e-mail: ann@barcomb.org); Department of Computer Science, Friedrich-Alexander University Erlangen-Nürnberg, Erlangen, Bavaria Germany (e-mail: andreas.kaufmann@fau.de); Computer Science, Friedrich-Alexander-Universitat Erlangen-Nurnberg, 9171 Erlangen, Bavaria Germany 91058 (e-mail: dirk@riehle.org); Computer Science, University College Cork, Cork, Cork Ireland (e-mail: kjstol@gmail.com); Lero - the Irish Software Research centre, University of Limerick, Limerick, Limerick Ireland (e-mail: bf@ul.ie)","IEEE Transactions on Software Engineering","","2018","PP","99","1","1","Free/Libre and Open Source Software (FLOSS) communities are composed, in part, of volunteers, many of whom contribute infrequently. However, these infrequent volunteers contribute to the sustainability of FLOSS projects, and should ideally be encouraged to continue participating, even if they cannot be persuaded to contribute regularly. Infrequent contributions are part of a trend which has been widely observed in other sectors of volunteering, where it has been termed ""episodic volunteering"" (EV). Previous FLOSS research has focused on the Onion model, differentiating core and peripheral developers, with the latter considered as a homogeneous group. We argue this is too simplistic, given the size of the periphery group and the myriad of valuable activities they perform beyond coding. Our exploratory qualitative survey of 13 FLOSS communities investigated what episodic volunteering looks like in a FLOSS context. EV is widespread in FLOSS communities, although not specifically managed. We suggest several recommendations for managing EV based on a framework drawn from the volunteering literature. Also, episodic volunteers make a wide range of value-added contributions other than code, and they should neither be expected nor coerced into becoming habitual volunteers.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2018.2872713","Science Foundation Ireland; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=8477174","community management;episodic volunteering;free software;open source software;peripheral developer","Companies;Lenses;Open source software;Sustainable development;Task analysis","","","","1","","","","","","","","IEEE","IEEE Early Access Articles"
"Detecting Trivial Mutant Equivalences via Compiler Optimisations","M. Kintis; M. Papadakis; Y. Jia; N. Malevris; Y. Le Traon; M. Harman","Interdisciplinary Centre for Security, Reliability and Trust, University of Luxembourg, Esch-sur-Alzette 4365, Luxembourg; Interdisciplinary Centre for Security, Reliability and Trust, University of Luxembourg, Esch-sur-Alzette 4365, Luxembourg; CREST Centre, University College London, London, United Kingdom; Athens University of Economics and Business, Athens, Greece; Interdisciplinary Centre for Security, Reliability and Trust, University of Luxembourg, Esch-sur-Alzette 4365, Luxembourg; CREST Centre, University College London, London, United Kingdom","IEEE Transactions on Software Engineering","","2018","44","4","308","333","Mutation testing realises the idea of fault-based testing, i.e., using artificial defects to guide the testing process. It is used to evaluate the adequacy of test suites and to guide test case generation. It is a potentially powerful form of testing, but it is well-known that its effectiveness is inhibited by the presence of equivalent mutants. We recently studied Trivial Compiler Equivalence (TCE) as a simple, fast and readily applicable technique for identifying equivalent mutants for C programs. In the present work, we augment our findings with further results for the Java programming language. TCE can remove a large portion of all mutants because they are determined to be either equivalent or duplicates of other mutants. In particular, TCE equivalent mutants account for 7.4 and 5.7 percent of all C and Java mutants, while duplicated mutants account for a further 21 percent of all C mutants and 5.4 percent Java mutants, on average. With respect to a benchmark ground truth suite (of known equivalent mutants), approximately 30 percent (for C) and 54 percent (for Java) are TCE equivalent. It is unsurprising that results differ between languages, since mutation characteristics are language-dependent. In the case of Java, our new results suggest that TCE may be particularly effective, finding almost half of all equivalent mutants.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2017.2684805","Research Centre of Athens University of Economics and Business (RC/AUEB); National Research Fund, Luxembourg; Microsoft Azure; UK EPSRC projects; Centre for Research on Evolution Search and Testing (CREST); UCL; EPSRC project; Microsoft Azure; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=7882714","Mutation testing;equivalent mutants;duplicated mutants;compiler optimisation","Java;Testing;Optimization;Syntactics;Program processors;Electronic mail","Java;program compilers;program testing","mutation testing;test case generation;Java programming language;TCE equivalent mutants;trivial mutant equivalences detection;fault-based testing;TCE duplicated mutants;Java mutants;compiler equivalence","","","","75","","","","","","IEEE","IEEE Journals & Magazines"
"Investigating Country Differences in Mobile App User Behavior and Challenges for Software Engineering","S. L. Lim; P. J. Bentley; N. Kanakam; F. Ishikawa; S. Honiden","Department of Computer Science, University College, London; Department of Computer Science, University College London; Department of Clinical, Education and Health Psychology, University College, London; Digital Content and Media Sciences Research Division, National Institute of Informatics, Japan; National Institute of Informatics, Japan","IEEE Transactions on Software Engineering","","2015","41","1","40","64","Mobile applications (apps) are software developed for use on mobile devices and made available through app stores. App stores are highly competitive markets where developers need to cater to a large number of users spanning multiple countries. This work hypothesizes that there exist country differences in mobile app user behavior and conducts one of the largest surveys to date of app users across the world, in order to identify the precise nature of those differences. The survey investigated user adoption of the app store concept, app needs, and rationale for selecting or abandoning an app. We collected data from more than 15 countries, including USA, China, Japan, Germany, France, Brazil, United Kingdom, Italy, Russia, India, Canada, Spain, Australia, Mexico, and South Korea. Analysis of data provided by 4,824 participants showed significant differences in app user behaviors across countries, for example users from USA are more likely to download medical apps, users from the United Kingdom and Canada are more likely to be influenced by price, users from Japan and Australia are less likely to rate apps. Analysis of the results revealed new challenges to market-driven software engineering related to packaging requirements, feature space, quality expectations, app store dependency, price sensitivity, and ecosystem effect.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2014.2360674","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6913003","Requirements/specifications;market-driven software engineering;mobile application development;user requirements;survey research;app user behavior;software product lines;software ecosystems;Requirements/specifications;market-driven software engineering;mobile application development;user requirements;survey research;app user behavior;software product lines;software ecosystems","Mobile communication;Software;Smart phones;Software engineering;Data mining;Educational institutions","consumer behaviour;mobile computing;smart phones;software engineering","market-driven software engineering;medical applications;data analysis;South Korea;South;Mexico;Australia;Spain;Canada;India;Russia;Italy;United Kingdom;Brazil;France;Germany;Japan;China;USA;applications stores;mobile devices;user behavior;mobile application","","37","","65","","","","","","IEEE","IEEE Journals & Magazines"
"An Empirical Comparison of Combinatorial Testing, Random Testing and Adaptive Random Testing","H. Wu; n. changhai; J. Petke; Y. Jia; M. Harman","Computer Science and Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: hywu@smail.nju.edu.cn); Computer Science and Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: changhainie@nju.edu.cn); Computer Science, University College London, London, London United Kingdom of Great Britain and Northern Ireland WC1E 6BT (e-mail: j.petke@ucl.ac.uk); Facebook, Facebook Inc., London, London United Kingdom of Great Britain and Northern Ireland (e-mail: yue.jia@ucl.ac.uk); Facebook, Facebook Inc., London, London United Kingdom of Great Britain and Northern Ireland (e-mail: mark.harman@ucl.ac.uk)","IEEE Transactions on Software Engineering","","2018","PP","99","1","1","We present an empirical comparison of three test generation techniques, namely, Combinatorial Testing (CT), Random Testing (RT) and Adaptive Random Testing (ART), under different test scenarios. This is the first study in the literature to account for the (more realistic) testing setting in which the tester may not have complete information about the parameters and constraints that pertain to the system, and to account for the challenge posed by faults (in terms of failure rate). Our study was conducted on nine real-world programs under a total of 1683 test scenarios (combinations of available parameter and constraint information and failure rate). The results show significant differences in the techniques&#x0027; fault detection ability when faults are hard to detect (failure rates are relatively low). CT performs best overall; no worse than any other in 98% of scenarios studied. ART enhances RT, and is comparable to CT in 96% of scenarios, but its computational cost can be up to 3.5 times higher than CT when the program is highly constrained. Additionally, when constraint information is unavailable for a highly-constrained program, a large random test suite is as effective as CT or ART, yet its computational cost of test generation is significantly lower than that of other techniques.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2018.2852744","National Key Research and Development Plan; Program B for Outstanding PhD Candidate of Nanjing University; DAASE EPSRC Grant; EPSRC Fellowship; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=8405609","combinatorial testing;random testing;adaptive random testing","Testing;Subspace constraints;Computational efficiency;Fault detection;Analytical models;Software systems","","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"PPChecker: Towards Accessing the Trustworthiness of Android Apps' Privacy Policies","L. Yu; X. Luo; J. Chen; H. Zhou; T. Zhang; H. Chang; H. K. N. Leung","Department of Computing, The Hong Kong Polytechnic University, Hong Kong, Hong Kong Hong Kong (e-mail: yulele08@gmail.com); Department of Computing, The Hong Kong Polytechnic University, Hong Kong, Hong Kong Hong Kong (e-mail: csxluo@comp.polyu.edu.hk); Computing, Hong Kong Polytechnic University, 26680 Kowloon, Hong Kong Hong Kong (e-mail: chenjiachi317@gmail.com); Department of Computing, The Hong Kong Polytechnic University, Hong Kong, Hong Kong Hong Kong (e-mail: sunmoonsky0001@gmail.com); College of Computer Science and Technology, Harbin Engineering University, 12428 Harbin, Heilongjiang China (e-mail: cstzhang@hrbeu.edu.cn); Law and Technology Centre, University of Hong Kong, Hong Kong, Hong Kong Hong Kong (e-mail: hcychang@hku.hk); Department of Computing, The Hong Kong Polytechnic University, Hong Kong, Hong Kong Hong Kong (e-mail: hareton.leung@polyu.edu.hk)","IEEE Transactions on Software Engineering","","2018","PP","99","1","1","Recent years have witnessed a sharp increase of malicious apps that steal users' personal information. To address users' concerns about privacy risks and to comply with data protection laws, more and more apps are supplied with privacy policies written in natural language to help users to understand an app's privacy practices. However, little is known whether these privacy policies are trustworthy or not. Questionable privacy policies may be prepared by careless app developers or someone with malicious intention. In this paper, we carry out a systematic study on privacy policy by proposing a novel approach to automatically identify five kinds of problems in privacy policy. After tackling several challenging issues, we implement the approach in a system, named PPChecker, and evaluate it with real apps and their privacy policies. The experimental results show that PPChecker can effectively identify questionable privacy policies with high precision. Applying PPChecker to 2,044 popular apps, we find that 1,429 apps (i.e., 69.9\%) have at least one kind of problems. This study sheds light on the research of improving and regulating apps' privacy policies.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2018.2886875","HKPolyU Research Grant; China Postdoctoral Science Foundation; National Natural Science Foundation of China; Research Grants Council RGC; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=8576579","","Privacy;Google;Natural languages;Mobile handsets;Data protection;Force","","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"Competition-Based Crowdsourcing Software Development: A Multi-Method Study from a Customer Perspective","K. Stol; B. Caglayan; B. Fitzgerald","Lero, University of Limerick, Limerick, Limerick Ireland (e-mail: kjstol@gmail.com); Innovation Exchange, IBM Ireland Limited, 42426 Dublin, Dublin Ireland (e-mail: bora.caglayan@ibm.com); Lero - the Irish Software Research centre, University of Limerick, Limerick, Limerick Ireland (e-mail: bf@ul.ie)","IEEE Transactions on Software Engineering","","2018","PP","99","1","1","Crowdsourcing is emerging as an alternative outsourcing strategy which is gaining increasing attention in the software engineering community. However, crowdsourcing software development involves complex tasks which differ significantly from the micro-tasks that can be found on crowdsourcing platforms such as Amazon Mechanical Turk which are much shorter in duration, are typically very simple, and do not involve any task interdependencies. To achieve the potential benefits of crowdsourcing in the software development context, companies need to understand how this strategy works, and what factors might affect crowd participation. We present a multi-method qualitative and quantitative theory-building research study. Firstly, we derive a set of key concerns from the crowdsourcing literature as an initial analytical framework for an exploratory case study in a Fortune 500 company. We complement the case study findings with an analysis of 13,602 crowdsourcing competitions over a ten-year period on the very popular Topcoder crowdsourcing platform. Drawing from our empirical findings and the crowdsourcing literature, we propose a theoretical model of crowd interest and actual participation in crowdsourcing competitions. We evaluate this model using Structural Equation Modeling. Among the findings are that the level of prize and duration of competitions do not significantly increase crowd interest in competitions.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2017.2774297","Science Foundation Ireland; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=8119867","Crowdsourcing;software engineering;multi-method study;case study;sample study","Crowdsourcing;Software;Outsourcing;Mathematical model;Companies","","","","1","","","","","","","","IEEE","IEEE Early Access Articles"
"Improved Evolutionary Algorithm Design for the Project Scheduling Problem Based on Runtime Analysis","L. L. Minku; D. Sudholt; X. Yao","CERCIA, School of Computer Science , The University of Birmingham, Birmingham B15 2TT, United Kingdom; Department of Computer Science , University of Sheffield, Sheffield S1 4DP, United Kingdom; CERCIA, School of Computer Science , The University of Birmingham, Birmingham B15 2TT, United Kingdom","IEEE Transactions on Software Engineering","","2014","40","1","83","102","Several variants of evolutionary algorithms (EAs) have been applied to solve the project scheduling problem (PSP), yet their performance highly depends on design choices for the EA. It is still unclear how and why different EAs perform differently. We present the first runtime analysis for the PSP, gaining insights into the performance of EAs on the PSP in general, and on specific instance classes that are easy or hard. Our theoretical analysis has practical implications-based on it, we derive an improved EA design. This includes normalizing employees' dedication for different tasks to ensure they are not working overtime; a fitness function that requires fewer pre-defined parameters and provides a clear gradient towards feasible solutions; and an improved representation and mutation operator. Both our theoretical and empirical results show that our design is very effective. Combining the use of normalization to a population gave the best results in our experiments, and normalization was a key component for the practical effectiveness of the new design. Not only does our paper offer a new and effective algorithm for the PSP, it also provides a rigorous theoretical analysis to explain the efficiency of the algorithm, especially for increasingly large projects.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2013.52","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6648326","Schedule and organizational issues;evolutionary algorithms;software project scheduling;software project management;search-based software engineering;runtime analysis","Software;Schedules;Scheduling;Algorithm design and analysis;Software algorithms;Resource management;Software engineering","evolutionary computation;project management;scheduling;software development management","improved evolutionary algorithm;project scheduling problem;runtime analysis;PSP;improved EA design;employee dedication;fitness function;representation operator;mutation operator;population normalization;software project scheduling","","16","","45","","","","","","IEEE","IEEE Journals & Magazines"
"Practical Combinatorial Interaction Testing: Empirical Findings on Efficiency and Early Fault Detection","J. Petke; M. B. Cohen; M. Harman; S. Yoo","Computer Science Department, University College London, London, United Kingdom; Computer Science & Engineering Department, University of Nebraska-Lincoln, Lincoln, Nebraska, United States; Computer Science Department, University College London, London, United Kingdom; Computer Science Department, University College London, London, United Kingdom","IEEE Transactions on Software Engineering","","2015","41","9","901","924","Combinatorial interaction testing (CIT) is important because it tests the interactions between the many features and parameters that make up the configuration space of software systems. Simulated Annealing (SA) and Greedy Algorithms have been widely used to find CIT test suites. From the literature, there is a widely-held belief that SA is slower, but produces more effective tests suites than Greedy and that SA cannot scale to higher strength coverage. We evaluated both algorithms on seven real-world subjects for the well-studied two-way up to the rarely-studied six-way interaction strengths. Our findings present evidence to challenge this current orthodoxy: real-world constraints allow SA to achieve higher strengths. Furthermore, there was no evidence that Greedy was less effective (in terms of time to fault revelation) compared to SA; the results for the greedy algorithm are actually slightly superior. However, the results are critically dependent on the approach adopted to constraint handling. Moreover, we have also evaluated a genetic algorithm for constrained CIT test suite generation. This is the first time strengths higher than 3 and constraint handling have been used to evaluate GA. Our results show that GA is competitive only for pairwise testing for subjects with a small number of constraints.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2015.2421279","National Science Foundation; Air Force Office of Scientific Research; UK Engineering and Physical Sciences Research Council (EPSRC); DAASE: Dynamic Adaptive Automated Software Engineering; GISMO: Genetic Improvement of Software for Multiple Objectives; CREST: Centre for Research on Evolution, Search and Testing; DAASE; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=7081752","Combinatorial Interaction Testing;Prioritisation;Empirical Studies;Software Testing;Combinatorial interaction testing;prioritisation;empirical studies;software testing","Testing;Simulated annealing;Genetic algorithms;Fault detection;Greedy algorithms;Turning;Flexible printed circuits","genetic algorithms;greedy algorithms;program testing;simulated annealing;software fault tolerance","combinatorial interaction testing;early fault detection;software system configuration space;simulated annealing;SA;greedy algorithm;CIT test suite generation;constraint handling;pairwise testing;genetic algorithm","","29","","37","","","","","","IEEE","IEEE Journals & Magazines"
"Symbolic Crosschecking of Data-Parallel Floating-Point Code","P. Collingbourne; C. Cadar; P. H. J. Kelly","Google Inc,; Department of Computing, Imperial College London, London, United Kingdom; Department of Computing, Imperial College London, London, United Kingdom","IEEE Transactions on Software Engineering","","2014","40","7","710","737","We present a symbolic execution-based technique for cross-checking programs accelerated using SIMD or OpenCL against an unaccelerated version, as well as a technique for detecting data races in OpenCL programs. Our techniques are implemented in KLEE-CL, a tool based on the symbolic execution engine KLEE that supports symbolic reasoning on the equivalence between expressions involving both integer and floating-point operations. While the current generation of constraint solvers provide effective support for integer arithmetic, the situation is different for floating-point arithmetic, due to the complexity inherent in such computations. The key insight behind our approach is that floating-point values are only reliably equal if they are essentially built by the same operations. This allows us to use an algorithm based on symbolic expression matching augmented with canonicalisation rules to determine path equivalence. Under symbolic execution, we have to verify equivalence along every feasible control-flow path. We reduce the branching factor of this process by aggressively merging conditionals, if-converting branches into select operations via an aggressive phi-node folding transformation. To support the Intel Streaming SIMD Extension (SSE) instruction set, we lower SSE instructions to equivalent generic vector operations, which in turn are interpreted in terms of primitive integer and floating-point operations. To support OpenCL programs, we symbolically model the OpenCL environment using an OpenCL runtime library targeted to symbolic execution. We detect data races by keeping track of all memory accesses using a memory log, and reporting a race whenever we detect that two accesses conflict. By representing the memory log symbolically, we are also able to detect races associated with symbolically-indexed accesses of memory objects. We used KLEE-CL to prove the bounded equivalence between scalar and data-parallel versions of floating-point programs and find a number of issues in a variety of open source projects that use SSE and OpenCL, including mismatches between implementations, memory errors, race conditions and a compiler bug.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2013.2297120","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6698391","Data-parallel code;floating point;symbolic execution;SIMD;OpenCL;KLEE-CL","Vectors;Kernel;Computational modeling;Computer architecture;Semantics;Programming;Parallel processing","data handling;floating point arithmetic;parallel processing;program debugging","symbolic crosschecking;data parallel floating point code;symbolic execution based technique;crosschecking programs;SIMD;OpenCL programs;KLEE-CL;symbolic execution engine;symbolic reasoning;floating-point operations;integer operations;integer arithmetic;floating point arithmetic;symbolic expression matching;phi node folding transformation;intel streaming SIMD extension;SSE instruction set;equivalent generic vector operations;floating point operations;primitive integer operations;OpenCL environment;memory accesses;memory log;open source projects;floating-point programs;compiler bug;memory errors;race conditions","","9","","55","","","","","","IEEE","IEEE Journals & Magazines"
"Automatic Software Repair: A Survey","L. Gazzola; D. Micucci; L. Mariani","Department of Informatics, Systems and Communication (DISCo), University of Milano Bicocca, Milano, Italy; Department of Informatics, Systems and Communication (DISCo), University of Milano Bicocca, Milano, Italy; Department of Informatics, Systems and Communication (DISCo), University of Milano Bicocca, Milano, Italy","IEEE Transactions on Software Engineering","","2019","45","1","34","67","Despite their growing complexity and increasing size, modern software applications must satisfy strict release requirements that impose short bug fixing and maintenance cycles, putting significant pressure on developers who are responsible for timely producing high-quality software. To reduce developers workload, repairing and healing techniques have been extensively investigated as solutions for efficiently repairing and maintaining software in the last few years. In particular, repairing solutions have been able to automatically produce useful fixes for several classes of bugs that might be present in software programs. A range of algorithms, techniques, and heuristics have been integrated, experimented, and studied, producing a heterogeneous and articulated research framework where automatic repair techniques are proliferating. This paper organizes the knowledge in the area by surveying a body of 108 papers about automatic software repair techniques, illustrating the algorithms and the approaches, comparing them on representative examples, and discussing the open challenges and the empirical evidence reported so far.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2017.2755013","EU H2020; ERC Consolidator; MIUR; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=8089448","Automatic program repair;generate and validate;search-based;semantics-driven repair;correct by construction;program synthesis;self-repairing","Software;Maintenance engineering;Debugging;Computer bugs;Software algorithms;Fault diagnosis;Conferences","program debugging;software maintenance;software quality","modern software applications;maintenance cycles;software programs;heterogeneous research framework;articulated research framework;automatic software repair techniques;high-quality software","","1","","176","","","","","","IEEE","IEEE Journals & Magazines"
"A Templating System to Generate Provenance","L. Moreau; B. V. Batlajery; T. D. Huynh; D. Michaelides; H. Packer","Department of Electronics and Computer Science, University of Southampton, Southampton, United Kingdom; Department of Electronics and Computer Science, University of Southampton, Southampton, United Kingdom; Department of Electronics and Computer Science, University of Southampton, Southampton, United Kingdom; Department of Electronics and Computer Science, University of Southampton, Southampton, United Kingdom; Department of Electronics and Computer Science, University of Southampton, Southampton, United Kingdom","IEEE Transactions on Software Engineering","","2018","44","2","103","121","PROV-TEMPLATEIS a declarative approach that enables designers and programmers to design and generate provenance compatible with the PROV standard of the World Wide Web Consortium. Designers specify the topology of the provenance to be generated by composing templates, which are provenance graphs containing variables, acting as placeholders for values. Programmers write programs that log values and package them up in sets of bindings, a data structure associating variables and values. An expansion algorithm generates instantiated provenance from templates and sets of bindings in any of the serialisation formats supported by PROV. A quantitative evaluation shows that sets of bindings have a size that is typically 40 percent of that of expanded provenance templates and that the expansion algorithm is suitably tractable, operating in fractions of milliseconds for the type of templates surveyed in the article. Furthermore, the approach shows four significant software engineering benefits: separation of responsibilities, provenance maintenance, potential runtime checks and static analysis, and provenance consumption. The article gathers quantitative data and qualitative benefits descriptions from four different applications making use of PROV-TEMPLATE. The system is implemented and released in the open-source library ProvToolbox for provenance processing.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2017.2659745","EPSRC SOCIAM; ORCHID; FP7 SmartSociety; ESRC eBook; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=7909036","Provenance;prov;provenance generation;template","Electronic publishing;Instruments;Standards;Maintenance engineering;Runtime;Libraries;Automobiles","data structures;graph theory;Internet;software engineering;software maintenance","data structure;PROV-TEMPLATE;provenance generation;open-source library ProvToolbox;software engineering;templating system;provenance processing;quantitative data;provenance consumption;provenance maintenance;expanded provenance templates;expansion algorithm;provenance graphs;World Wide Web Consortium;PROV standard","","2","","64","","","","","","IEEE","IEEE Journals & Magazines"
"The Good, the Bad and the Ugly: A Study of Security Decisions in a Cyber-Physical Systems Game","S. Frey; A. Rashid; P. Anthonysamy; M. Pinto-Albuquerque; S. A. Naqvi","Electronics and Computer Science, University of Southampton Faculty of Physical Sciences and Engineering, 243732 Southampton, Southampton United Kingdom of Great Britain and Northern Ireland (e-mail: s.a.f.frey@soton.ac.uk); Department of Computer Science, University of Bristol Department of Computer Science, 152321 Bristol, Bristol United Kingdom of Great Britain and Northern Ireland (e-mail: a.rashid@lancaster.ac.uk); Google, Google Inc, 93176 Mountain View, California United States (e-mail: p.anthonysamy@lancaster.ac.uk); Departamento de Ci&#x00EA;ncias e Tecnologias da Informa&#x00E7;&#x00E3;o, ISCTE-Instituto Universitario de Lisboa, 56061 Lisboa, Lisboa Portugal (e-mail: maria.albuquerque@iscte.pt); Infolab21, Lancaster University, 4396 Lancaster, Lancashire United Kingdom of Great Britain and Northern Ireland (e-mail: s.naqvi@lancaster.ac.uk)","IEEE Transactions on Software Engineering","","2018","PP","99","1","1","Stakeholders&#x0027; security decisions play a fundamental role in determining security requirements, yet, little is currently understood about how different stakeholder groups within an organisation approach security and the drivers and tacit biases underpinning their decisions. We studied and contrasted the security decisions of three demographics -- security experts, computer scientists and managers -- when playing a tabletop game that we designed and developed. The game tasks players with managing the security of a cyber-physical environment while facing various threats. Analysis of 12 groups of players (4 groups in each of our demographics) reveals strategies that repeat in particular demographics, e.g., managers and security experts generally favoring technological solutions over personnel training, which computer scientists preferred. Surprisingly, security experts were not ipso facto better players -- in some cases, they made very questionable decisions -- yet they showed a higher level of confidence in themselves. We classified players&#x0027; decision-making processes, i.e., procedure-, experience-, scenario- or intuition-driven. We identified decision patterns, both good practices and typical errors and pitfalls. Our game provides a requirements sandbox in which players can experiment with security risks, learn about decision-making and its consequences, and reflect on their own perception of security.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2017.2782813","Engineering and Physical Sciences Research Council; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=8194898","Security decisions;security requirements;game;decision patterns","Games;Computer security;Electronic mail;Companies","","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"Overcoming the Equivalent Mutant Problem: A Systematic Literature Review and a Comparative Experiment of Second Order Mutation","L. Madeyski; W. Orzeszyna; R. Torkar; M. Józala","Institute of Informatics, Wroclaw University of Technology, Wyb. Wyspianskiego 27, Poland; Institute of Informatics, Wroclaw University of Technology, Poland; Division of Software Engineering , Department of Computer Science and Engineering, Chalmers University of Technology , SE-41296, Sweden; Institute of Informatics, Wroclaw University of Technology, Wyb. Wyspianskiego 27, Poland","IEEE Transactions on Software Engineering","","2014","40","1","23","42","Context. The equivalent mutant problem (EMP) is one of the crucial problems in mutation testing widely studied over decades. Objectives. The objectives are: to present a systematic literature review (SLR) in the field of EMP; to identify, classify and improve the existing, or implement new, methods which try to overcome EMP and evaluate them. Method. We performed SLR based on the search of digital libraries. We implemented four second order mutation (SOM) strategies, in addition to first order mutation (FOM), and compared them from different perspectives. Results. Our SLR identified 17 relevant techniques (in 22 articles) and three categories of techniques: detecting (DEM); suggesting (SEM); and avoiding equivalent mutant generation (AEMG). The experiment indicated that SOM in general and JudyDiffOp strategy in particular provide the best results in the following areas: total number of mutants generated; the association between the type of mutation strategy and whether the generated mutants were equivalent or not; the number of not killed mutants; mutation testing time; time needed for manual classification. Conclusions . The results in the DEM category are still far from perfect. Thus, the SEM and AEMG categories have been developed. The JudyDiffOp algorithm achieved good results in many areas.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2013.44","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6613487","Mutation testing;equivalent mutant problem;higher order mutation;second order mutation","Testing;Systematics;Educational institutions;Databases;Libraries;Java;Informatics","digital libraries;program testing","JudyDiffOp strategy;SEM;DEM;AEMG;avoiding equivalent mutant generation;suggesting;detecting;FOM;first order mutation;SOM strategies;digital libraries;SLR;mutation testing;EMP;second order mutation;comparative experiment;systematic literature review;equivalent mutant problem","","42","","79","","","","","","IEEE","IEEE Journals & Magazines"
"Mapping Bug Reports to Relevant Files: A Ranking Model, a Fine-Grained Benchmark, and Feature Evaluation","X. Ye; R. Bunescu; C. Liu","School of Electrical Engineering and Computer Science, Ohio University, Athens, OH; School of Electrical Engineering and Computer Science, Ohio University, Athens, OH; School of Electrical Engineering and Computer Science, Ohio University, Athens, OH","IEEE Transactions on Software Engineering","","2016","42","4","379","402","When a new bug report is received, developers usually need to reproduce the bug and perform code reviews to find the cause, a process that can be tedious and time consuming. A tool for ranking all the source files with respect to how likely they are to contain the cause of the bug would enable developers to narrow down their search and improve productivity. This paper introduces an adaptive ranking approach that leverages project knowledge through functional decomposition of source code, API descriptions of library components, the bug-fixing history, the code change history, and the file dependency graph. Given a bug report, the ranking score of each source file is computed as a weighted combination of an array of features, where the weights are trained automatically on previously solved bug reports using a learning-to-rank technique. We evaluate the ranking system on six large scale open source Java projects, using the before-fix version of the project for every bug report. The experimental results show that the learning-to-rank approach outperforms three recent state-of-the-art methods. In particular, our method makes correct recommendations within the top 10 ranked source files for over 70 percent of the bug reports in the Eclipse Platform and Tomcat projects.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2015.2479232","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=7270328","Bug reports;software maintenance;learning to rank;Bug reports;software maintenance;learning to rank","Software;History;Computational modeling;Computer bugs;Collaboration;Benchmark testing;Standards","","","","8","","72","","","","","","IEEE","IEEE Journals & Magazines"
