"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Input Domain Reduction through Irrelevant Variable Removal and Its Effect on Local, Global, and Hybrid Search-Based Structural Test Data Generation","P. McMinn; M. Harman; K. Lakhotia; Y. Hassoun; J. Wegener","University of Sheffield, Sheffield; University College London, London; University College London, London; King's College London, London; Berner & Mattner Systemtechnik GmbH, Berlin","IEEE Transactions on Software Engineering","","2012","38","2","453","477","Search-Based Test Data Generation reformulates testing goals as fitness functions so that test input generation can be automated by some chosen search-based optimization algorithm. The optimization algorithm searches the space of potential inputs, seeking those that are “fit for purpose,” guided by the fitness function. The search space of potential inputs can be very large, even for very small systems under test. Its size is, of course, a key determining factor affecting the performance of any search-based approach. However, despite the large volume of work on Search-Based Software Testing, the literature contains little that concerns the performance impact of search space reduction. This paper proposes a static dependence analysis derived from program slicing that can be used to support search space reduction. The paper presents both a theoretical and empirical analysis of the application of this approach to open source and industrial production code. The results provide evidence to support the claim that input domain reduction has a significant effect on the performance of local, global, and hybrid search, while a purely random search is unaffected.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2011.18","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=5710949","Search-based software testing;evolutionary testing;automated test data generation;input domain reduction.","Input variables;Software testing;Optimization;Algorithm design and analysis;Search problems;Software algorithms","automatic test pattern generation;optimisation;program compilers;program slicing;program testing;public domain software;search problems","input domain reduction;irrelevant variable removal;hybrid search-based structural test data generation;fitness functions;test input generation;search-based optimization algorithm;key determining factor;search-based software testing;search space reduction;static dependence analysis;program slicing;open source approach;industrial production code","","26","","52","","","","","","IEEE","IEEE Journals & Magazines"
"A ranking of software engineering measures based on expert opinion","Ming Li; C. S. Smidts","Center for Reliability Eng., Maryland Univ., College Park, MD, USA; Center for Reliability Eng., Maryland Univ., College Park, MD, USA","IEEE Transactions on Software Engineering","","2003","29","9","811","824","This research proposes a framework based on expert opinion elicitation, developed to select the software engineering measures which are the best software reliability indicators. The current research is based on the top 30 measures identified in an earlier study conducted by Lawrence Livermore National Laboratory. A set of ranking criteria and their levels were identified. The score of each measure for each ranking criterion was elicited through expert opinion and then aggregated into a single score using multiattribute utility theory. The basic aggregation scheme selected was a linear additive scheme. A comprehensive sensitivity analysis was carried out. The sensitivity analysis included: variation of the ranking criteria levels, variation of the weights, variation of the aggregation schemes. The top-ranked measures were identified. Use of these measures in each software development phase can lead to a more reliable quantitative prediction of software reliability.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2003.1232286","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1232286","","Software engineering;Software measurement;Software reliability;Analysis of variance;Sensitivity analysis;Programming;Software quality;Density measurement;Current measurement;Laboratories","software reliability;software metrics;sensitivity analysis","expert opinion elicitation;software engineering measures;best software reliability indicators;ranking criteria;multiattribute utility theory;basic aggregation scheme;linear additive scheme;comprehensive sensitivity analysis;software development phase;software reliability","","39","","41","","","","","","IEEE","IEEE Journals & Magazines"
"A Practical Approach to Size Estimation of Embedded Software Components","K. Lind; R. Heldal","Saab Automobile AB, Trollhättan; Chalmers University of Technology, Göteborg","IEEE Transactions on Software Engineering","","2012","38","5","993","1007","To estimate software code size early in the development process is important for developing cost-efficient embedded systems. We have applied the COSMIC Functional Size Measurement (FSM) method for size estimation of embedded software components in the automotive industry. Correlational studies were conducted using data from two automotive companies. The studies show strong correlation between functional size and software code size, which is important for obtaining accurate estimation results. This paper presents the characteristics and results of our work, and aims to provide a practical framework for how to use COSMIC FSM for size estimation purposes. We investigate the results from our earlier correlational studies, and conduct further studies to identify such a framework. Based on these activities, we conclude that a clear purpose of the estimation process, a well-defined domain allowing categorization of software, consistent content and quality of requirements, and historical data from implemented software are key factors for size estimation of embedded software components.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2011.86","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=5999672","Real-time and embedded systems;software product metrics;COSMIC FSM;software components","Software;Estimation;Vehicles;Size measurement;Automotive engineering;Industries;Memory management","automotive engineering;object-oriented programming;production engineering computing;software cost estimation;software metrics","software code size estimation;embedded software components;development process;cost-efficient embedded systems;COSMIC functional size measurement method;FSM method;automotive industry;automotive companies;domain allowing categorization;consistent content;requirements quality;historical data;software product metrics","","5","","48","","","","","","IEEE","IEEE Journals & Magazines"
"Aligning Qualitative, Real-Time, and Probabilistic Property Specification Patterns Using a Structured English Grammar","M. Autili; L. Grunske; M. Lumpe; P. Pelliccione; A. Tang","Dipartimento di Ingegneria e Scienze dell’Informazione e Matematica, Università dell’Aquila, Aquila, Italy; Institute of Software Technology, University of Stuttgart, Stuttgart, Germany; Swinburne University of Technology, Hawthorn, Australia; Dipartimento di Ingegneria e Scienze dell’Informazione e Matematica, Università dell’Aquila, Aquila, Italy; Swinburne University of Technology, Hawthorn, Australia","IEEE Transactions on Software Engineering","","2015","41","7","620","638","Formal methods offer an effective means to assert the correctness of software systems through mathematical reasoning. However, the need to formulate system properties in a purely mathematical fashion can create pragmatic barriers to the application of these techniques. For this reason, Dwyer et al. invented property specification patterns which is a system of recurring solutions to deal with the temporal intricacies that would make the construction of reactive systems very hard otherwise. Today, property specification patterns provide general rules that help practitioners to qualify order and occurrence, to quantify time bounds, and to express probabilities of events. Nevertheless, a comprehensive framework combining qualitative, real-time, and probabilistic property specification patterns has remained elusive. The benefits of such a framework are twofold. First, it would remove the distinction between qualitative and quantitative aspects of events; and second, it would provide a structure to systematically discover new property specification patterns. In this paper, we report on such a framework and present a unified catalogue that combines all known plus 40 newly identified or extended patterns. We also offer a natural language front-end to map patterns to a temporal logic of choice. To demonstrate the virtue of this new framework, we applied it to a variety of industrial requirements, and use PSPWizard, a tool specifically developed to work with our unified pattern catalogue, to automatically render concrete instances of property specification patterns to formulae of an underlying temporal logic of choice.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2015.2398877","PRESTO; European Commission; DFG; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=7029714","Specification Patterns;Real-time Properties;Probabilistic Properties;Specification patterns;real-time properties;probabilistic properties","Probabilistic logic;Real-time systems;Natural languages;Software;Grammar;Electronic mail;Educational institutions","formal specification;natural language processing;probability;temporal logic","qualitative property specification pattern;real-time property specification pattern;probabilistic property specification pattern;structured English grammar;formal methods;software system correctness;mathematical reasoning;temporal intricacies;order qualification;occurrence qualification;time bound quantification;event probability;event qualitative aspect;event quantitative aspect;natural language front-end;pattern mapping;temporal logic;PSPWizard;unified pattern catalogue","","19","","47","","","","","","IEEE","IEEE Journals & Magazines"
"Behavior protocols for software components","F. Plasil; S. Visnovsky","Inst. of Comput. Sci., Acad. of Sci. of the Czech Republic, Prague, Czech Republic; Inst. of Comput. Sci., Acad. of Sci. of the Czech Republic, Prague, Czech Republic","IEEE Transactions on Software Engineering","","2002","28","11","1056","1076","In this paper, we propose a means to enhance an architecture description language with a description of component behavior. A notation used for this purpose should be able to express the ""interplay"" on the component's interfaces and reflect step-by-step refinement of the component's specification during its design. In addition, the notation should be easy to comprehend and allow for formal reasoning about the correctness of the specification refinement and also about the correctness of an implementation in terms of whether it adheres to the specification. Targeting all these requirements together, the paper proposes employing behavior protocols which are based on a notation similar to regular expressions. As proof of the concept, the behavior protocols are used in the SOFA architecture description language at three levels: interface, frame, and architecture. Key achievements of this paper include the definitions of bounded component behavior and protocol conformance relation. Using these concepts, the designer can verify the adherence of a component's implementation to its specification at runtime, while the correctness of refining the specification can be verified at design time.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2002.1049404","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1049404","","Access protocols;Architecture description languages;Runtime;Software reusability;Computer Society;Software architecture;Programming profession;Object oriented programming;Object oriented modeling;Automata","object-oriented programming;formal specification;software architecture;software reusability","software component behavior;component interfaces;formal reasoning;correctness;component specification refinement;behavior protocols;regular expressions;SOFA architecture description language;architecture;frame;bounded component behavior;protocol conformance relation","","156","","33","","","","","","IEEE","IEEE Journals & Magazines"
"OBEY: Optimal Batched Refactoring Plan Execution for Class Responsibility Redistribution","H. C. Jiau; L. W. Mar; J. C. Chen","National Cheng Kung University, Tainan; National Cheng Kung University, Tainan; National Cheng Kung University, Tainan","IEEE Transactions on Software Engineering","","2013","39","9","1245","1263","The redistribution of class responsibilities is a common reengineering practice in object-oriented (OO) software evolution. During the redistribution, developers frequently construct batched refactoring plans for moving multiple methods and fields among various classes. With an objective of carefully maintaining the cohesion and coupling degree of the class design, executing a batched refactoring plan without introducing any objective-violating side effect into the refactored code is essential. However, using most refactoring engines for batched refactoring plan execution introduces coupling-increasing Middle Man bad smell in the final refactored code and therefore makes the refactoring execution suboptimal in achieving the redistribution objective. This work proposes Obey, a methodology for optimal batched refactoring plan execution. Obey analyzes a batched refactoring plan, identifies Middle Man symptoms that cause suboptimal execution, and renovates the plan for optimal execution. We have conducted an empirical study on three open-source software projects to confirm the effectiveness of Obey in a practical context.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2013.19","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6493333","Reengineering;class responsibility redistribution;batched refactoring execution;change impact analysis;optimization","Couplings;Engines;Software systems;Measurement;Optimization;Context","object-oriented programming;software maintenance","OBEY methodology;optimal batched refactoring plan execution;class responsibility redistribution;software reengineering practice;object-oriented software evolution;OO software evolution;refactoring engine;coupling-increasing middle man bad smell;open-source software project","","3","","74","","","","","","IEEE","IEEE Journals & Magazines"
"Analysis of Restart Mechanisms in Software Systems","A. P. A. van Moorsel; K. Wolter","NA; NA","IEEE Transactions on Software Engineering","","2006","32","8","547","558","Restarts or retries are a common phenomenon in computing systems, for instance, in preventive maintenance, software rejuvenation, or when a failure is suspected. Typically, one sets a time-out to trigger the restart. We analyze and optimize time-out strategies for scenarios in which the expected required remaining time of a task is not always decreasing with the time invested in it. Examples of such tasks include the download of Web pages, randomized algorithms, distributed queries, and jobs subject to network or other failures. Assuming the independence of the completion time of successive tries, we derive computationally attractive expressions for the moments of the completion time, as well as for the probability that a task is able to meet a deadline. These expressions facilitate efficient algorithms to compute optimal restart strategies and are promising candidates for pragmatic online optimization of restart timers","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2006.73","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1703386","Restart;software rejuvenation;time-out;fault-tolerant systems;performance and reliability modeling;completion time;adaptive systems;self-management.","Software systems;Internet;Failure analysis;Preventive maintenance;Software maintenance;Web pages;Software performance;Fault tolerant systems;Computer network reliability;Adaptive systems","software fault tolerance;software maintenance;system recovery","software system restart mechanism analysis;software preventive maintenance;software rejuvenation;software failure;software time-out strategy analysis;optimal restart strategy;fault-tolerant system;software performance modeling;software reliability modeling","","33","","21","","","","","","IEEE","IEEE Journals & Magazines"
"Visualizing Co-Change Information with the Evolution Radar","M. D'Ambros; M. Lanza; M. Lungu","University of Lugano, Lugano; University of Lugano, Lugano; University of Lugano, Lugano","IEEE Transactions on Software Engineering","","2009","35","5","720","735","Software evolution analysis provides a valuable source of information that can be used both to understand a system's design and predict its future development. While for many program comprehension purposes, it is sufficient to model a single version of a system, there are types of information that can only be recovered when the history of a system is taken into account. Logical coupling, the implicit dependency between software artifacts that have been changed together, is an example of such information. Previous research has dealt with low-level couplings between files, leading to an explosion of the data to be analyzed, or has abstracted the logical couplings to the level of modules, leading to a loss of detailed information. In this paper, we present a visualization-based approach that integrates logical coupling information at different levels of abstraction. This facilitates an in-depth analysis of the logical couplings, and at the same time, leads to a characterization of a system's modules in terms of their logical coupling. The presented approach supports the retrospective analysis of a software system and maintenance activities such as restructuring and redocumentation. We illustrate retrospective analysis on two large open-source software systems.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2009.17","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=4815274","Software evolution;software visualization;logical coupling.","Radar;Information analysis;Software systems;Information resources;System analysis and design;History;Explosions;Data analysis;Data visualization;Software maintenance","data visualisation;software engineering;systems re-engineering","evolution radar;software evolution analysis;software artifacts;visualization;logical coupling information;abstraction;system module;open source software system analysis","","47","","38","","","","","","IEEE","IEEE Journals & Magazines"
"Using Mutation Analysis for Assessing and Comparing Testing Coverage Criteria","J. H. Andrews; L. C. Briand; Y. Labiche; A. S. Namin","Computer Science Department, University of Western Ontario, London, Ontario, Canada; Simula Research Laboratory, Department of Software Engineering, Fornebu, Lysaker, Norway; Software Quality Engineering Laboratory, Carleton University, Ottawa, Ontario, Canada; Computer Science Department, University of Western Ontario, London, Ontario, Canada","IEEE Transactions on Software Engineering","","2006","32","8","608","624","The empirical assessment of test techniques plays an important role in software testing research. One common practice is to seed faults in subject software, either manually or by using a program that generates all possible mutants based on a set of mutation operators. The latter allows the systematic, repeatable seeding of large numbers of faults, thus facilitating the statistical analysis of fault detection effectiveness of test suites; however, we do not know whether empirical results obtained this way lead to valid, representative conclusions. Focusing on four common control and data flow criteria (block, decision, C-use, and P-use), this paper investigates this important issue based on a middle size industrial program with a comprehensive pool of test cases and known faults. Based on the data available thus far, the results are very consistent across the investigated criteria as they show that the use of mutation operators is yielding trustworthy results: generated mutants can be used to predict the detection effectiveness of real faults. Applying such a mutation analysis, we then investigate the relative cost and effectiveness of the above-mentioned criteria by revisiting fundamental questions regarding the relationships between fault detection, test suite size, and control/data flow coverage. Although such questions have been partially investigated in previous studies, we can use a large number of mutants, which helps decrease the impact of random variation in our analysis and allows us to use a different analysis approach. Our results are then; compared with published studies, plausible reasons for the differences are provided, and the research leads us to suggest a way to tune the mutation analysis process to possible differences in fault detection probabilities in a specific environment","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2006.83","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1703390","Testing and debugging;testing strategies;test coverage of code;experimental design.","Genetic mutations;Fault detection;Software testing;Size control;Failure analysis;Statistical analysis;System testing;Industrial control;Costs;Debugging","data flow analysis;design of experiments;probability;program control structures;program debugging;program testing;software fault tolerance","mutation analysis;software testing coverage criteria;empirical assessment;software fault detection probability;industrial program;program control criteria;program data flow criteria;mutation operators;program debugging;experimental design","","192","","33","","","","","","IEEE","IEEE Journals & Magazines"
"A methodological framework for viewpoint-oriented conceptual modeling","J. Andrade; J. Ares; R. Garcia; J. Pazos; S. Rodriguez; A. Silva","Fac. de Informatica, Univ. da Coruna, Spain; Fac. de Informatica, Univ. da Coruna, Spain; Fac. de Informatica, Univ. da Coruna, Spain; NA; NA; NA","IEEE Transactions on Software Engineering","","2004","30","5","282","294","To solve any nontrivial problem, it first needs to be conceptualized, taking into account the individual who has the problem. However, a problem is generally associated with more than one individual, as is usually the case in software development. Therefore, this process has to take into account different viewpoints about the problem and any discrepancies that could arise as a result. Traditionally, conceptualization in software engineering has omitted the different viewpoints that the individuals may have of the problem and has inherently enforced consistency in the event of any discrepancies, which are considered as something to be systematically rejected. The paper presents a methodological framework that explicitly drives the conceptualization of different viewpoints and manages the different types of discrepancies that arise between them, which become really important in the process. The definition of this framework is generic, and it is therefore independent of any particular software development paradigm. Its application to software engineering means that viewpoints and their possible discrepancies can be considered in the software process conceptual modeling phase. This application is illustrated by means of what is considered to be a standard problem: the IFIP case.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2004.1","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1291832","Conceptual modeling;multiple viewpoint;discrepancies;conflicts;inconsistencies;methodological framework.","Programming;Application software;Physics;Software engineering;Drives;Humans;Diffraction;Optical refraction;Optical reflection","software engineering","nontrivial problem;software development;software engineering;IFIP case;viewpoint-oriented conceptual modeling","","25","","44","","","","","","IEEE","IEEE Journals & Magazines"
"Shallow knowledge as an aid to deep understanding in early phase requirements engineering","P. Sawyer; P. Rayson; K. Cosh","Dept. of Comput., Lancaster Univ., UK; Dept. of Comput., Lancaster Univ., UK; NA","IEEE Transactions on Software Engineering","","2005","31","11","969","981","Requirements engineering's continuing dependence on natural language description has made it the focus of several efforts to apply language engineering techniques. The raw textual material that forms an input to early phase requirements engineering and which informs the subsequent formulation of the requirements is inevitably uncontrolled and this makes its processing very hard. Nevertheless, sufficiently robust techniques do exist that can be used to aid the requirements engineer provided that the scope of what can be achieved is understood. In this paper, we show how combinations of lexical and shallow semantic analysis techniques developed from corpus linguistics can help human analysts acquire the deep understanding needed as the first step towards the synthesis of requirements.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2005.129","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1556555","Index Terms- Specification;elicitation methods;tools;linguistic processing;document analysis.","Knowledge engineering;Humans;Computer Society;Frequency;Natural languages;Information analysis;Speech analysis;Raw materials;Robustness;Text analysis","formal specification;formal verification;computational linguistics","requirements engineering;natural language description;language engineering technique;lexical analysis;shallow semantic analysis;corpus linguistics;specification method;elicitation method;linguistic processing;document analysis","","47","","53","","","","","","IEEE","IEEE Journals & Magazines"
"Does code decay? Assessing the evidence from change management data","S. G. Eick; T. L. Graves; A. F. Karr; J. S. Marron; A. Mockus","Lucent Technol. Bell Labs., Naperville, IL, USA; NA; NA; NA; NA","IEEE Transactions on Software Engineering","","2001","27","1","1","12","A central feature of the evolution of large software systems is that change-which is necessary to add new functionality, accommodate new hardware, and repair faults-becomes increasingly difficult over time. We approach this phenomenon, which we term code decay, scientifically and statistically. We define code decay and propose a number of measurements (code decay indices) on software and on the organizations that produce it, that serve as symptoms, risk factors, and predictors of decay. Using an unusually rich data set (the fifteen-plus year change history of the millions of lines of software for a telephone switching system), we find mixed, but on the whole persuasive, statistical evidence of code decay, which is corroborated by developers of the code. Suggestive indications that perfective maintenance can retard code decay are also discussed.","0098-5589;1939-3520;2326-3881","","10.1109/32.895984","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=895984","","Software maintenance;Software systems;Hardware;Telephony;History;Statistical analysis;Computer Society;Software measurement;Switching systems;Operating systems","software maintenance;software metrics;management of change;statistical analysis","code decay;change management data;large software systems evolution;software measurements;risk factors;data set;telephone switching system;perfective maintenance;software maintenance;statistical analysis","","254","","25","","","","","","IEEE","IEEE Journals & Magazines"
"Dynamic Testing for Deadlocks via Constraints","Y. Cai; Q. Lu","State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China; Technology Center of Software Engineering, Institute of Software, Chinese Academy of Sciences, Beijing, China","IEEE Transactions on Software Engineering","","2016","42","9","825","842","Existing deadlock detectors are either not scalable or may report false positives when suggesting cycles as potential deadlocks. Additionally, they may not effectively trigger deadlocks and handle false positives. We propose a technique called ConLock<sup>+</sup>, which firstly analyzes each cycle and its corresponding execution to identify a set of scheduling constraints that are necessary conditions to trigger the corresponding deadlock. The ConLock<sup>+</sup>technique then performs a second run to enforce the set of constraints, which will trigger a deadlock if the cycle is a real one. Or if not, ConLock<sup>+</sup>reports a steering failure for that cycle and also identifies other similar cycles which would also produce steering failures. For each confirmed deadlock, ConLock<sup>+</sup>performs a static analysis to identify conflicting memory access that would also contribute to the occurrence of the deadlock. This analysis is helpful to enable developers to understand and fix deadlocks. ConLock<sup>+</sup>has been validated on a suite of real-world programs with 16 real deadlocks. The results show that across all 811 cycles, ConLock<sup>+</sup>confirmed all of the 16 deadlocks with a probability of ≥80 percent. For the remaining cycles, ConLock<sup>+</sup>reported steering failures and also identified that five deadlocks also involved conflicting memory accesses.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2016.2537335","National Basic Research (973) Program of China; National Science Foundation of China (NSFC); ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=7423814","Deadlock triggering;scheduling;should-happen-before relation;constraint;reliability;verification","System recovery;Instruction sets;Schedules;Testing;Synchronization;Detectors;Probabilistic logic","concurrency control;program diagnostics;program testing;scheduling","static analysis;memory access;real-world programs;steering failure;scheduling constraints;ConLock+;deadlock detectors;dynamic testing","","6","","55","","","","","","IEEE","IEEE Journals & Magazines"
"Model Checking Probabilistic and Stochastic Extensions of the π-Calculus","G. Norman; C. Palamidessi; D. Parker; P. Wu","Oxford University, Oxford; INRIA Saclay and École Polytechnique, Paris; Oxford University, Oxford; University College London, Ipswich","IEEE Transactions on Software Engineering","","2009","35","2","209","223","We present an implementation of model checking for probabilistic and stochastic extensions of the pi-calculus, a process algebra which supports modelling of concurrency and mobility. Formal verification techniques for such extensions have clear applications in several domains, including mobile ad-hoc network protocols, probabilistic security protocols and biological pathways. Despite this, no implementation of automated verification exists. Building upon the pi-calculus model checker MMC, we first show an automated procedure for constructing the underlying semantic model of a probabilistic or stochastic pi-calculus process. This can then be verified using existing probabilistic model checkers such as PRISM. Secondly, we demonstrate how for processes of a specific structure a more efficient, compositional approach is applicable, which uses our extension of MMC on each parallel component of the system and then translates the results into a high-level modular description for the PRISM tool. The feasibility of our techniques is demonstrated through a number of case studies from the pi-calculus literature.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2008.77","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=4626962","Model checking;Markov processes;Stochastic processes;Model checking;Markov processes;Stochastic processes","Stochastic processes;Biological system modeling;Protocols;Stochastic systems;Calculus;Algebra;Formal verification;Mobile ad hoc networks;Mobile communication;Communication system security","formal verification;pi calculus;probability;stochastic processes","model checking;probabilisty;stochastic extension;pi-calculus;process algebra;formal verification;mobile ad-hoc network protocol;probabilistic security protocol;biological pathway;semantic model;high-level modular description","","15","","43","","","","","","IEEE","IEEE Journals & Magazines"
"A Feature-Based Classification of Model Repair Approaches","N. Macedo; T. Jorge; A. Cunha","High-Assurance Software Laboratory (HASLab)INESC TEC; European Space Agency (ESA), Paris, France; High-Assurance Software Laboratory (HASLab)INESC TEC","IEEE Transactions on Software Engineering","","2017","43","7","615","640","Consistency management, the ability to detect, diagnose and handle inconsistencies, is crucial during the development process in Model-driven Engineering (MDE). As the popularity and application scenarios of MDE expanded, a variety of different techniques were proposed to address these tasks in specific contexts. Of the various stages of consistency management, this work focuses on inconsistency handling in MDE, particularly in model repair techniques. This paper proposes a feature-based classification system for model repair techniques, based on an systematic literature review of the area. We expect this work to assist developers and researchers from different disciplines in comparing their work under a unifying framework, and aid MDE practitioners in selecting suitable model repair approaches.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2016.2620145","North Portugal Regional Operational Programme; European Regional Development Fund (ERDF); ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=7605502","Model-driven engineering, consistency management, inconsistency handling, model repair","Maintenance engineering;Unified modeling language;Taxonomy;Context;Feature extraction;Software engineering;Systematics","pattern classification;software maintenance","model repair approach;consistency management;model-driven engineering;MDE;feature-based classification system","","1","","91","","","","","","IEEE","IEEE Journals & Magazines"
"An Industrial Survey of Safety Evidence Change Impact Analysis Practice","J. L. de la Vara; M. Borg; K. Wnuk; L. Moonen","Computer Science Department, Carlos III University of Madrid, Avda. de la Universidad 30, 28911 Leganes, Madrid, Spain; Software and Systems Laboratory, SICS Swedish ICT AB, Ideon Science Park, Building Beta 2, Scheelevägen 17, Lund, Sweden; Software Engineering Research Lab, Blekinge Institute of Technology, Karlskrona, Sweden; Certus Centre for Software V&V, Simula Research Laboratory, P.O. Box 134, Lysaker, Norway","IEEE Transactions on Software Engineering","","2016","42","12","1095","1117","Context. In many application domains, critical systems must comply with safety standards. This involves gathering safety evidence in the form of artefacts such as safety analyses, system specifications, and testing results. These artefacts can evolve during a system's lifecycle, creating a need for change impact analysis to guarantee that system safety and compliance are not jeopardised. Objective. We aim to provide new insights into how safety evidence change impact analysis is addressed in practice. The knowledge about this activity is limited despite the extensive research that has been conducted on change impact analysis and on safety evidence management. Method. We conducted an industrial survey on the circumstances under which safety evidence change impact analysis is addressed, the tool support used, and the challenges faced. Results. We obtained 97 valid responses representing 16 application domains, 28 countries, and 47 safety standards. The respondents had most often performed safety evidence change impact analysis during system development, from system specifications, and fully manually. No commercial change impact analysis tool was reported as used for all artefact types and insufficient tool support was the most frequent challenge. Conclusion. The results suggest that the different artefact types used as safety evidence co-evolve. In addition, the evolution of safety cases should probably be better managed, the level of automation in safety evidence change impact analysis is low, and the state of the practice can benefit from over 20 improvement areas.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2016.2553032","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=7450627","Safety-critical system;safety evidence;change impact analysis;state of the practice;survey research","Safety;Market research;Best practices;Industries;Standards;Certification","safety-critical software;software standards","industrial survey;safety evidence change impact analysis;SECIA;safety-critical system;safety standard","","16","","71","","","","","","IEEE","IEEE Journals & Magazines"
"Pert: The Application-Aware Tailoring of Java Object Persistence","P. Liu; C. Zhang","Hong Kong University of Science and Technology, Hong Kong; Hong Kong University of Science and Technology, Hong Kong","IEEE Transactions on Software Engineering","","2012","38","4","909","922","Persistence is a widely used technique which allows the objects that represent the results of lengthy computations to outlive the process that creates it in order to considerably speed up subsequent program executions. We observe that conventional persistence techniques usually do not consider the application contexts of the persistence operations, where not all of the object states need to be persisted. Leveraging this observation, we have designed and implemented a framework called Pert, which first performs static program analysis to estimate the actual usage of the persisted object, given the context of its usage in the program. The Pert runtime uses the statically computed information to efficiently make tailoring decisions to prune the redundant and unused object states during the persistence operations. Our evaluation result shows that the Pert-based optimization can speed up the conventional persistence operations by 1 to 45 times. The amount of persisted data is also dramatically reduced, as the result of the application-aware tailoring.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2011.66","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=5963692","Object persistence;program analysis;performance optimization","Runtime;Anodes;Optimization;Context;Libraries;Java;Algorithm design and analysis","Java;optimisation","application aware tailoring;Java object persistence;lengthy computations;subsequent program executions;persistence techniques;static program analysis;Pert based optimization","","","","20","","","","","","IEEE","IEEE Journals & Magazines"
