"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Certifying the reliability of software","P. A. Currit; M. Dyer; H. D. Mills","IBM Corporation, Federal Systems Division, 6600 Rockledge Drive, Bethesda, MD 20817; IBM Corporation, Federal Systems Division, 6600 Rockledge Drive, Bethesda, MD 20817; IBM Corporation, Federal Systems Division, 6600 Rockledge Drive, Bethesda, MD 20817","IEEE Transactions on Software Engineering","","1986","SE-12","1","3","11","A description is given of a procedure for certifying the reliability of software before its release to users. The ingredients of this procedure are a life cycle of executable product increments, representative statistical testing, and a standard estimate of the MTTF (mean time to failure) of the product at the time of its release. The authors also discuss the development of certified software products and the derivation of a statistical model used for reliability projection. Available software test data are used to demonstrate the application of the model in certification process.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1986.6312914","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6312914","Incremental development;software reliability certification;software reliability models;statistical quality control;statistical testing process","Software;Testing;Software reliability;Certification;Statistical analysis;Standards","reliability theory;software reliability;statistical analysis","reliability;software;life cycle;executable product increments;statistical testing;standard estimate;MTTF;mean time to failure;certified software products;statistical model;reliability projection;certification process","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Yeast: a general purpose event-action system","B. Krishnamurthy; D. S. Rosenblum","Dept. of Software Eng Res., AT&T Bell Labs., Murray Hill, NJ, USA; NA","IEEE Transactions on Software Engineering","","1995","21","10","845","857","Distributed networks of personal workstations are becoming the dominant computing environment for software development organizations. Many cooperative activities that are carried out in such environments are particularly well suited for automated support. Taking the point of view that such activities are modeled most naturally as the occurrence of events requiring actions to be performed, we developed a system called Yeast (Yet another Event Action Specification Tool). Yeast is a client server system in which distributed clients register event action specifications with a centralized server, which performs event detection and specification management. Each specification submitted by a client defines a pattern of events that is of interest to the client's application plus an action that is to be executed in response to an occurrence of the event pattern; the server triggers the action of a specification once it has detected an occurrence of the associated event pattern. Yeast provides a global space of events that is visible to and shared by all users. In particular, events generated by one user can trigger specifications registered by another user. Higher level applications are built as collections of Yeast specifications. We use Yeast on a daily basis for a variety of applications, from deadline notification to software process automation. The paper presents an in depth description of Yeast and an example application of Yeast, in which Yeast specifications are used to automate a software distribution process involving several interdependent software tools.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.469456","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=469456","","Fungi;Application software;Event detection;Software tools;Workstations;Computer networks;Distributed computing;Programming;Client server systems;Automation","client-server systems;network servers;formal specification","Yeast;general purpose event action system;general purpose event-action system;distributed networks;personal workstations;software development organizations;cooperative activities;automated support;Yet another Event Action Specification Tool;client server system;distributed clients;centralized server;event detection;specification management;associated event pattern;global space;higher level applications;deadline notification;software process automation;software distribution process;interdependent software tools","","37","","25","","","","","","IEEE","IEEE Journals & Magazines"
"Schlumberger's software improvement program","H. Wohlwend; S. Rosenbaum","Sematech, Austin, TX, USA; NA","IEEE Transactions on Software Engineering","","1994","20","11","833","839","A corporate-wide software process improvement effort has been ongoing at Schlumberger for several years. Through the motivation efforts of a small group, productive changes have occurred across the company. We see improvements in many development areas, including project planning and requirements management. The catalysts behind these advances include capability assessments, training, and collaboration.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.368125","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=368125","","Software quality;Software engineering;Laboratories;Productivity;Programming;Software measurement;Project management;Industrial training;Management training;Collaboration","DP industry;project management;software development management","Schlumberger;software improvement program;corporate-wide software process improvement effort;productive changes;project planning;requirements management;capability assessments;training;collaboration;software process management;SEI;software engineering","","46","","11","","","","","","IEEE","IEEE Journals & Magazines"
"An Approach to Performance Specification of Communication Protocols Using Timed Petri Nets","K. Garg","Department of Electronics and Communication Engineering, University of Roorkee","IEEE Transactions on Software Engineering","","1985","SE-11","10","1216","1225","There has been a lot of interest in the past decade in using timed Petri nets to model computer systems. In this paper we show how such timed Petri nets can be used to great advantage in describing and algebraically specifying communication system performance. We make use of the time parameter of timed Petri nets to model the delay in performing certain operations of a communication protocol. The specification is borrowed from the recently reported AFFIRM language, and the protocol chosen for illustration is the ECMA transfer protocol, proposed for the ISO reference model. However, the methodology can be used with other protocols as well. We also show how liveness properties can be specified, easily using timed Petri nets.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1985.231869","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1701937","Distributed computer systems;natural-deduction theorem proving;performance evaluation;performance modeling and analysis;Petri nets;protocol;protocol specifications;timed Petri nets","Protocols;Petri nets;Performance analysis;Communication systems;Delay effects;ISO;Distributed computing;Concurrent computing;Logic;Timing","","Distributed computer systems;natural-deduction theorem proving;performance evaluation;performance modeling and analysis;Petri nets;protocol;protocol specifications;timed Petri nets","","24","","16","","","","","","IEEE","IEEE Journals & Magazines"
"Semi-automatic program construction from specifications using library modules","F. Nishida; S. Takamatsu; Y. Fujita; T. Tani","Dept. of Electr. Eng., Osaka Prefectural Univ., Japan; Dept. of Electr. Eng., Osaka Prefectural Univ., Japan; NA; NA","IEEE Transactions on Software Engineering","","1991","17","9","853","871","A method of semiautomatic specification refinement and program generation using library modules, is described. Users write their specifications and modify and rearrange them so that they can be refined with the aid of the library modules. When a specification is given, a refinement system, called MAPS (module-aided program construction system) searches for library modules applicable to the given specification, replaces the specification with a more detailed description written in the operation part of the modules, and converts the refined specification into a program written in a programming language designated by the user. Case-like expressions or pseudo-natural language expressions are used for describing user's specifications and specifications for library modules.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.92909","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=92909","","Modular construction;Natural languages;Software libraries;Refining;Computer languages;Documentation;Joining processes;Software quality;Productivity;Software engineering","automatic programming;formal specification;software tools;subroutines","case-like expressions;semiautomatic specification refinement;program generation;library modules;refinement system;MAPS;module-aided program construction system;programming language;pseudo-natural language expressions","","10","","30","","","","","","IEEE","IEEE Journals & Magazines"
"Including scalars in a programming language based on the relational algebra","T. H. Merrett; N. Laliberte","Sch. of Comput. Sci., McGill Univ., Montreal, Que., Canada; Sch. of Comput. Sci., McGill Univ., Montreal, Que., Canada","IEEE Transactions on Software Engineering","","1989","15","11","1437","1443","Scalars, arrays, and records, together with associated operations and syntax, have been introduced as special cases of relations into the relational programming system, relix. This permits all of these data types, as well as relations, to be stored persistently. The requirement in most languages that array elements and record fields can be assigned to leads in this case to the general implementation of QT-selectors as l-expressions, with, in particular, systematic interpretations of assignment to projections and selections of relations. The authors discuss the principles and the implementation of this extension to the relational algebra. They take advantage of the very specialized syntax of array access to build a tuned access method, using B-trees and Z-order. The performance results show the advantage of this implementation over the slower implementation required for general QT-selectors.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.41335","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=41335","","Computer languages;Algebra;Database systems;Writing;Documentation;Functional programming;Councils;Employment;Automation","data structures;database theory;high level languages;relational databases","scalars;programming language;relational algebra;records;syntax;relations;relational programming system;relix;data types;QT-selectors;l-expressions;systematic interpretations;projections;array access;tuned access method;B-trees;Z-order","","","","18","","","","","","IEEE","IEEE Journals & Magazines"
"On the frame problem in procedure specifications","A. Borgida; J. Mylopoulos; R. Reiter","Dept. of Comput. Sci., Rutgers Univ., New Brunswick, NJ, USA; NA; NA","IEEE Transactions on Software Engineering","","1995","21","10","785","798","The paper provides examples of situations where formal specifications of procedures in the standard pre/postcondition style become lengthy, cumbersome and difficult to change, a problem which is particularly acute in the case of object oriented specifications with inheritance. We identify the problem as the inability to express that a procedure changes only those things it has to, leaving everything else unmodified, and review some attempts at dealing with this ""frame problem"" in the software specification community. The second part of the paper adapts a recent proposal for a solution to the frame problem in artificial intelligence-the notion of explanation closure axioms-to provide an approach whereby one can state such conditions succinctly and modularly, with the added advantage of having the specifier be reminded of things that she may have omitted saying in procedure specifications. Since this approach is based on standard predicate logic, its semantics are relatively straightforward. The paper also suggests an algorithm which generates syntactically the explanation closure axioms from the pre/postcondition specifications, provided they are written in a restricted language; it also suggests a model theory supporting it.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.469460","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=469460","","Formal specifications;Databases;Logic;Computer science;Proposals;Artificial intelligence;Object oriented modeling;Specification languages;Computer languages","formal specification;specification languages;object-oriented programming;explanation;formal logic","frame problem;procedure specifications;formal specifications;standard pre/postcondition style;object oriented specifications;inheritance;software specification community;artificial intelligence;explanation closure axioms;standard predicate logic;restricted language;model theory","","61","","34","","","","","","IEEE","IEEE Journals & Magazines"
"Automated module testing in Prolog","D. M. Hoffman; P. Strooper","Dept. of Comput. Sci., Victoria Univ., BC, Canada; Dept. of Comput. Sci., Victoria Univ., BC, Canada","IEEE Transactions on Software Engineering","","1991","17","9","934","943","Tools and techniques for writing scripts in Prolog that automatically test modules implemented in C are presented. Both the input generation and the test oracle problems are addressed, focusing on a balance between the adequacy of the test inputs and the cost of developing the output oracle. The authors investigate automated input generation according to functional testing, random testing, and a novel approach based on trace invariants. For each input generation scheme, a mechanism for generating the expected outputs has been developed. The methods are described and illustrated in detail. Script development and maintenance costs appear to be reasonable, and run-time performance appears to be acceptable.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.92913","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=92913","","Automatic testing;System testing;Sequential analysis;Costs;Production systems;Runtime;Automation;Writing;Design for testability;Power generation economics","C language;logic programming;program testing;PROLOG","Prolog;C;input generation;test oracle problems;test inputs;output oracle;automated input generation;functional testing;random testing;trace invariants;maintenance costs;run-time performance","","22","","27","","","","","","IEEE","IEEE Journals & Magazines"
"A Software Maintainability Evaluation Methodology","D. E. Peercy","BDM Corporation","IEEE Transactions on Software Engineering","","1981","SE-7","4","343","351","This paper describes a conceptual framework of software maintainability and an implemented procedure for evaluating a program's documentation and source code for maintainability characteristics. The evaluation procedure includes use of closed-form questionnaires completed by a group of evaluators. Statistical analysis techniques for validating the evaluation procedure are described. Some preliminary results from the use of this methodology by the Air Force Test and Evaluation Center are presented. Areas of future research are discussed.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1981.234534","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1702852","Evaluation by questionnaire;evaluation reliability;quality metrics;software engineering;software maintainability evaluation;software quality assurance","Software maintenance;Software measurement;Software quality;Software tools;Q factor;Documentation;Software testing;System testing;Software systems;Statistical analysis","","Evaluation by questionnaire;evaluation reliability;quality metrics;software engineering;software maintainability evaluation;software quality assurance","","9","","34","","","","","","IEEE","IEEE Journals & Magazines"
"Performance Criteria for Constrained Nonlinear Programming Codes","H. W. Robb; H. R. Weistroffer","Unicorn Lines (Pty) Ltd.; NA","IEEE Transactions on Software Engineering","","1987","SE-13","4","479","489","A set of performance criteria for evaluating optimization software with respect to efficiency, reliability, and accuracy is presented and discussed. A numerical comparison of five constrained nonlinear programming codes is described, which was carried out in order to test the usefulness and general applicability of the proposed performance criteria. The results of the numerical comparison are discussed, and the proposed criteria are compared to the criteria traditionally used in comparative evaluations of nonlinear programming codes, with particular reference to machine dependence and the applicability to test problems with unknown solutions. A separate small scale computational experiment is described which was carried out specifically to test the machine dependence of the criteria. The observed deficiencies of the proposed new criteria are also discussed.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1987.233184","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1702239","Constrained optimization;evaluation;mathematical programming;nonlinear programming;numerical comparison;optimization software;performance criteria","Mathematical programming;Robustness;Software performance;Africa;Writing;Councils;Guidelines;Life testing;Particle measurements;Time measurement","","Constrained optimization;evaluation;mathematical programming;nonlinear programming;numerical comparison;optimization software;performance criteria","","1","","26","","","","","","IEEE","IEEE Journals & Magazines"
"Automatic Design of the Internal Schema for a CODASYL Database System","A. Reuter; H. Kinzinger","IBM Research Laboratory, San Jose, CA 95193; University of Kaiserslautern, Kaiserslautern, West Germany.; Data Management Systems Group, University of Kaiserslautern, Kaiserslautern, West Germany.","IEEE Transactions on Software Engineering","","1984","SE-10","4","358","375","This paper describes the concepts and implementation of a design aid for the internal schema of an existing CODASYL-like database system. It allows for tailoring the storage structure level to a given logical schema and a specified workload. According to the 1978 CODASYL report, our DBMS provides two levels of schema declaration, the DDL-level for logical schema description and a DSDL-like level for specifying the storage structures to implement the objects of the logical schema. The repertoire of storage structures supported by our system is a good internal schema are basically heuristic. This approaach is justified by weighing its advantages and shortcomings against those of analytic models and simulation. Finally, some preliminary user experiences with a pilot version are related.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1984.5010249","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=5010249","Analytic modeling;CODASYL;heuristic optimization;performance prediction;physical database design;simulation","Database systems;Predictive models;Design optimization;Stability;Concrete;Physics computing;Computational modeling;Query processing;Performance analysis","","","","3","","28","","","","","","IEEE","IEEE Journals & Magazines"
"Utilizing an Executable Specification Language for an Information System","S. D. Urban; J. E. Urban; W. D. Dominick","Center for Advanced Computer Studies, University of Southwestern Louisiana; NA; NA","IEEE Transactions on Software Engineering","","1985","SE-11","7","598","605","This paper describes an approach to software specification development with interpretation as applied to an information storage and retrieval system. Machine execution of software specifications is possible with both partial and complete specifications. A partial specification is interpreted using abstract execution. The Descartes specification language is utilized to describe a functional aspect of an existing information storage and retrieval system, namely, the MADAM (Multics Approach to Data Access and Management) system at the University of Southwestern Louisiana. Brief descriptions of both the Descartes language and the MADAM system precede the example specification. The paper concludes with a discussion of the expected results that this methodology could have on the pragmatic development and evolution of information systems.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1985.232504","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1702064","Abstract execution;executable specifications;information storage and retrieval;prototyping","Specification languages;Information systems;Software engineering;Information retrieval;Database systems;Application software;Software systems;Management information systems;Statistical analysis;Laboratories","","Abstract execution;executable specifications;information storage and retrieval;prototyping","","2","","16","","","","","","IEEE","IEEE Journals & Magazines"
"Some Comments on ""Transition-Oriented"" Versus ""Structured"" Specification of Distributed Algorithms and Protocols","G. v. Bochmann; J. P. Verjus","Department d'IRO, University of Montreal; NA","IEEE Transactions on Software Engineering","","1987","SE-13","4","501","505","Formal description techniques (FDT's) are being developed for the specification of communication protocols and other distributed systems. Some of them (namely SDL and Estelle) are based on an extended state transition model and promote a ""transition-oriented"" specification style. Another one (namely Lotos) and most highlevel programming languages promote a style which is called ""structured."" The correspondence compares these two specification styles in the framework of rendezvous interactions between different system modules. The advantages of each of the two styles are discussed in relation with an example of a virtual ring mutual exclusion protocol. Transformation rules between the two approaches are given. An extension to the state transition oriented FDT's is also suggested in order to allow for a structured specification style.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1987.233188","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1702243","Distributed algorithms;Estelle;exception handling;extended state machines;mutual exclusion;SDL;structured programming","Distributed algorithms;Protocols;Carbon capture and storage;Computer languages;Specification languages;LAN interconnection;ISO;Automata;Signal generators;Modems","","Distributed algorithms;Estelle;exception handling;extended state machines;mutual exclusion;SDL;structured programming","","1","","16","","","","","","IEEE","IEEE Journals & Magazines"
"A hybrid knowledge representation as a basis of requirement specification and specification analysis","J. J. P. Tsai; T. Weigert; H. -. Jang","Dept. of Electr. Eng. & Comput. Sci., Illinois Univ., Chicago, IL, USA; NA; NA","IEEE Transactions on Software Engineering","","1992","18","12","1076","1100","A formal requirement specification language, the frame-and-rule oriented requirement specification language FRORL, developed to facilitate the specification, analysis, and development of a software system is presented. The surface syntax of FRORL is based on the concepts of frames and production rules that may bear hierarchical relationships to each other, relying on multiple inheritance. To provide thorough semantic foundations, FRORL is based on a nonmonotonic variant of Horn-clause logic. Using the machinery of Horn-clause logic, various properties of a FRORL specification can be analyzed. Among the external properties of FRORL are formality, object-orientedness, and a wide spectrum of life cycle phases. Intrinsic properties are modularity, provision for incremental development, inheritance, refinement, reusability, prototyping, and executability. A software development environment based on FRORL has been implemented using the C language on a Sun workstation.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.184762","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=184762","","Knowledge representation;Specification languages;Logic;Software systems;Production;Machinery;Software prototyping;Prototypes;Programming;Sun","formal specification;Horn clauses;knowledge representation;logic programming languages;specification languages","nonmonotonic Horn clause logic;object oriented;hybrid knowledge representation;formal requirement specification language;frame-and-rule oriented requirement specification language;FRORL;surface syntax;frames;production rules;hierarchical relationships;multiple inheritance;inheritance;reusability;prototyping;executability;software development environment;C language","","39","","54","","","","","","IEEE","IEEE Journals & Magazines"
"Conflicts in policy-based distributed systems management","E. C. Lupu; M. Sloman","Dept. of Comput., Imperial Coll. of Sci., Technol. & Med., London, UK; NA","IEEE Transactions on Software Engineering","","1999","25","6","852","869","Modern distributed systems contain a large number of objects and must be capable of evolving, without shutting down the complete system, to cater for changing requirements. There is a need for distributed, automated management agents whose behavior also has to dynamically change to reflect the evolution of the system being managed. Policies are a means of specifying and influencing management behavior within a distributed system, without coding the behavior into the manager agents. Our approach is aimed at specifying implementable policies, although policies may be initially specified at the organizational level and then refined to implementable actions. We are concerned with two types of policies. Authorization policies specify what activities a manager is permitted or forbidden to do to a set of target objects and are similar to security access-control policies. Obligation policies specify what activities a manager must or must not do to a set of target objects and essentially define the duties of a manager. Conflicts can arise in the set of policies. Conflicts may also arise during the refinement process between the high level goals and the implementable policies. The system may have to cater for conflicts such as exceptions to normal authorization policies. The paper reviews policy conflicts, focusing on the problems of conflict detection and resolution. We discuss the various precedence relationships that can be established between policies in order to allow inconsistent policies to coexist within the system and present a conflict analysis tool which forms part of a role based management framework. Software development and medical environments are used as example scenarios.","0098-5589;1939-3520;2326-3881","","10.1109/32.824414","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=824414","","Authorization;Security;Computer Society;Humans;File systems","distributed processing;authorisation;management of change;systems analysis;bibliographies","policy based distributed systems management;modern distributed systems;changing requirements;automated management agents;management behavior;manager agents;implementable policies;organizational level;implementable action;authorization policies;target objects;security access-control policies;obligation policies;refinement process;high level goals;conflict detection;precedence relationships;conflict analysis tool;role based management framework;software development;medical environments","","284","","59","","","","","","IEEE","IEEE Journals & Magazines"
"Reuse of software through generation of partial systems","F. J. Polster","Kernforschungszentrum Karlsruhe GmbH, Institut f&#x00FC;r Datenverarbeitung in der Technik, Postfach 3640, D-7500 Karlsruhe 1, West Germany; Dornier GmbH, WF30, D-7990 Friedrichshafen 1, West Germany","IEEE Transactions on Software Engineering","","1986","SE-12","3","402","416","The author considers the problem of constructing partial systems, where the program of a partial system is obtained by selecting only those code segments of the complete program that implement the capabilities needed. A heuristic for determining fragments of a program system, which can serve as the building blocks for the programs of partial systems, is presented. The notion of `<i>B</i>-program' is introduced: a <i>B</i>-program contains, in addition to the fragments themselves for each fragment, substitute code and control information specifying the set of partial systems the fragment is relevant for. A representation of <i>B</i>-programs as a string is given such that generating a partial system consists in scanning this string and selecting substrings. A formal model for this type of program generation is developed. <i>B</i>-program reduction is dealt with; transformations for the elimination of superfluous vertices are presented; and the issue of uniqueness and the problem of constructing a minimal reduced <i>B</i>-program are discussed.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1986.6312882","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6312882","Code fragments;code selection;customizing;general software;generic systems;program generation;program tailoring;reuse of software","Indexes;Algorithm design and analysis;Computer aided software engineering;Software systems","software engineering","software reuse;software engineering;partial systems;code segments;fragments;building blocks;B-program;control information;formal model;program generation;transformations;superfluous vertices;uniqueness;minimal reduced B-program","","7","","","","","","","","IEEE","IEEE Journals & Magazines"
"Compositional semantics of a real-time prototyping language","B. Kramer; Luqi; V. Berzins","Dept. of Comput. Sci., US Naval Postgraduate Sch., Monterey, CA, USA; Dept. of Comput. Sci., US Naval Postgraduate Sch., Monterey, CA, USA; Dept. of Comput. Sci., US Naval Postgraduate Sch., Monterey, CA, USA","IEEE Transactions on Software Engineering","","1993","19","5","453","477","The formal semantics of a prototyping language for hard real-time systems, PSDL, is given. PSDL provides a data flow notation augmented by application-orientation timing and control constraints to describe a system as a hierarchy of networks of processing units communicating via data streams. The semantics of PSDL are defined in terms of algebraic high-level Petri nets. This formalism combines algebraic specifications of abstract data types with process and concurrency concepts of Petri nets. Its data abstraction facilities are used to define the meaning of PSDL data types, while high-level Petri nets serve to model the casual and timing behavior of a system. The net model exposes potential concurrency of computation and makes all synchronization needs implied by timing and control constraints explicit and precise. Time is treated as state of clocks, and clocks are modeled as ordinary system components. The net semantics provides the basis for applying analysis techniques and semantic tools available for high-level Petri nets.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.232012","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=232012","","Prototypes;Timing;Petri nets;Real time systems;Control systems;Concurrent computing;Clocks;Synchronization;Application software;Process control","abstract data types;formal specification;Petri nets;real-time systems;software prototyping;specification languages","compositional semantics;real-time prototyping language;formal semantics;hard real-time systems;PSDL;data flow notation;application-orientation timing;control constraints;algebraic high-level Petri nets;algebraic specifications;abstract data types;concurrency concepts;timing behavior;synchronization","","14","","39","","","","","","IEEE","IEEE Journals & Magazines"
"A microprogramming logic","W. Damm","Dept. of Comput. Sci., Tech. Aachen Univ., West Germany","IEEE Transactions on Software Engineering","","1988","14","5","559","574","A universal syntax-directed proof system is presented for the verification of horizontal computer architectures. The system is based on the axiomatic architecture description language AADL, which is sufficiently rich to allow the specification of target architectures while providing a concise model for clocked microarchitectures. For each description A epsilon AADL of a host, it is shown how to construct systematically a (Hoare-style) axiomatic definition of an A-dependent high-level microprogramming language based on S*. The axiomatization of A's microoperations together with a powerful proof-rule dealing with the inherent low-level parallelism of horizontal architectures allow a complete axiomatic treatment of the timing behavior and dynamic conflicts of microprograms written in S*(A).<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.6134","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6134","","Microprogramming;Logic;Computer architecture;Computer science;Architecture description languages;Power system modeling;Clocks;Microarchitecture;Parallel processing;Timing","computer architecture;formal logic;microprogramming;specification languages;theorem proving","microprogramming logic;syntax-directed proof system;horizontal computer architectures;architecture description language;AADL;specification;clocked microarchitectures;axiomatic definition;microoperations;low-level parallelism;timing behavior;dynamic conflicts","","2","","71","","","","","","IEEE","IEEE Journals & Magazines"
"Building knowledge through families of experiments","V. R. Basili; F. Shull; F. Lanubile","Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA; NA; NA","IEEE Transactions on Software Engineering","","1999","25","4","456","473","Experimentation in software engineering is necessary but difficult. One reason is that there are a large number of context variables and, so, creating a cohesive understanding of experimental results requires a mechanism for motivating studies and integrating results. It requires a community of researchers that can replicate studies, vary context variables, and build models that represent the common observations about the discipline. The paper discusses the experience of the authors, based upon a collection of experiments, in terms of a framework for organizing sets of related studies. With such a framework, experiments can be viewed as part of common families of studies, rather than being isolated events. Common families of studies can contribute to important and relevant hypotheses that may not be suggested by individual experiments. A framework also facilitates building knowledge in an incremental manner through the replication of experiments within families of studies. To support the framework, the paper discusses the experiences of the authors in carrying out empirical studies, with specific emphasis on persistent problems encountered in experimental design, threats to validity, criteria for evaluation, and execution of experiments in the domain of software engineering.","0098-5589;1939-3520;2326-3881","","10.1109/32.799939","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=799939","","Software engineering;Buildings;Design for experiments;Testing;Computer science;Mathematical model;Computer Society;Context modeling;Organizing;Software measurement","software engineering","software engineering experimentation;studies;knowledge building;empirical studies;experimental design","","359","","48","","","","","","IEEE","IEEE Journals & Magazines"
"Heuristics for join processing using nonclustered indexes","E. R. Omiecinski","Sch. of Inf. & Comput. Sci., Georgia Inst. of Technol., Atlanta, GA, USA","IEEE Transactions on Software Engineering","","1989","15","1","18","25","The author examines join processing when the access paths available are nonclustered indexes on the joining attribute(s) for both relations involved in the join. He uses a bipartite graph model to represent the pages from the two relations that contain tuples to be joined. The minimization of the number of page accesses needed to compute a join in the author's database environment is explored from two perspectives. The first is to reduce the maximum buffer size so that no page is accessed more than once, and the second is to reduce the number of page accesses for a fixed buffer size. The author has developed heuristics for these problems. He gives performance comparisons of these heuristics and another method that recently appeared in the literature. Results show that one particular heuristic performs very well for addressing the problem from either perspective.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.21722","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=21722","","Relational databases;Cost function;Buffer storage;Computational efficiency;Indexes;Bipartite graph;Query processing;Computer science;Indexing","relational databases","relational databases;query optimisation;join processing;nonclustered indexes;access paths;bipartite graph model;relations;tuples;page accesses;database environment;buffer size","","8","","12","","","","","","IEEE","IEEE Journals & Magazines"
"STATEMATE: a working environment for the development of complex reactive systems","D. Harel; H. Lachover; A. Naamad; A. Pnueli; M. Politi; R. Sherman; A. Shtull-Trauring; M. Trakhtenbrot","i-Logix Inc., Burlington, MA, USA; i-Logix Inc., Burlington, MA, USA; i-Logix Inc., Burlington, MA, USA; i-Logix Inc., Burlington, MA, USA; i-Logix Inc., Burlington, MA, USA; i-Logix Inc., Burlington, MA, USA; i-Logix Inc., Burlington, MA, USA; i-Logix Inc., Burlington, MA, USA","IEEE Transactions on Software Engineering","","1990","16","4","403","414","STATEMATE is a set of tools, with a heavy graphical orientation, intended for the specification, analysis, design, and documentation of large and complex reactive systems. It enables a user to prepare, analyze, and debug diagrammatic, yet precise, descriptions of the system under development from three interrelated points of view, capturing structure, functionality, and behavior. These views are represented by three graphical languages, the most intricate of which is the language of statecharts, used to depict reactive behavior over time. In addition to the use of statecharts, the main novelty of STATEMATE is in the fact that it understands the entire descriptions perfectly, to the point of being able to analyze them for crucial dynamic properties, to carry out rigorous executions and simulations of the described system, and to create running code automatically. These features are invaluable when it comes to the quality and reliability of the final outcome.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.54292","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=54292","","Real time systems;Control systems;Embedded software;Software systems;Research and development;Documentation;Communication system control;Communication system software;Software tools;Hardware","programming environments;software engineering;systems analysis","STATEMATE;working environment;development;complex reactive systems;graphical orientation;specification;analysis;design;documentation;debug diagrammatic;functionality;behavior;graphical languages;statecharts","","545","","23","","","","","","IEEE","IEEE Journals & Magazines"
